photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/5694de79e56afa110293fc2619b0010c294569c5.jpg,รถมอเตอร์ไซต์ย้อนศรบนสะพานกลับรถ ขอกำลังเจ้าหน้าที่ควบคุมดูแลอย่างจริงจัง การันตีรายรับแผ่นดิน1วันไม่ต่ำกว่าแสนเพราะย้อนศรกันเยอะมากๆๆๆๆๆๆตั้งแต่ช่วงวัดแสมดำมาจนถึงสะพานกลับรถกลับไปสมุทรสาคร,"Motorcycle back on a U -turn bridge Requesting seriously supervising officers Guaranteed the revenue of the land for 1 day, not less than a hundred thousand because of the a lot of arrows, from the Samae Dam Temple to the U -turn bridge to Samut Sakhon.",190
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/94ac24b87f43276c4e24494e05e2b9e3ba8488f5.jpg,จอดกันแบบไม่ให้คนอื่นใช้ถนนเลย ไม่ต้องถ่ายใหม่ เพราะยังงัยก็จอดเหมือนเดิม จอดมากกว่าเดิมด้วย รถติดก็ไม่สนใจ ในเวลาห้ามจอดก็จอดได้ไม่เป็นไร จราจรไทย ทำอะไรไม่ได้เลยเหรอ ที่สาธารณะ นะ คนอื่นก็จ่ายภาษี คนจอดว่าหนักแล้ว ผู้บังคับใช้กฎหมายอาการหนักกว่า,"Parked without allowing others to use the road at all No need to shoot again Because still parked as before Park more than before The traffic jam is not interested. At the time of parking, it is okay to park. Thai traffic. Can't you do anything at all? Someone else pays taxes. The park is already heavy. The law enforcement is more serious.",247
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ee4238945633f7faf6039cb8e3c995dc7dea6003.jpg,ถนนรามคำแหงช่วงหน้าปากซอยรามคำแหง 142 เป็นหลุมขนาดใหญ่,Ramkhamhaeng Road in front of Soi Ramkhamhaeng 142 is a large hole.,54
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/1437f7105b4ca2835cf3b0bdc81301a104603f50.jpg,สีเส้นแบ่งจราจรจางมาก​ ช่วงตรงข้ามศูนย์สิริกิตติ์ก่อนทางขึ้นสะพานข้ามแยกพระราม​ 4 จะมีช่วงเบี่ยงทาง​ ยิ่งพอฝนตกแทบจะมองไม่เห็นเลย​,"The color of the traffic line is very faded. Opposite the Queen Sirikit Center before the entrance to the Rama 4 intersection, there will be a deviation. Even when it rains, it is almost invisible.",130
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b56358b13c7e07dda76aa2ed58f96aedc7e01fe2.jpg,ป้ายรถเมล์พังตั้งหลายวันแล้วไม่มีการแก้ไขผู้โดยสารเดือดร้อน,The bus stop for many days and no passengers have been resolved.,59
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b60ab05024ec9a700b3def93a51e617ae23daa6e.jpg,รถมอเตอร์ไซต์ย้อนศรบนสะพานลอย เมื่อไหร่จะมีเจ้าหน้าที่จัดการอย่างจริงจังหรือต้องรอให้มีอุบัติเหตุรายชั่วโมงก่อน,Motorcycle back on the overpass When will there be a serious manager or have to wait for an hourly accident?,111
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/a7309eb1a59afbdfbc845ff5590285c525592bf9.jpg,น้ำท่วม ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 1 วัน,Flooding height of the shin level The flood is less than 1 day.,50
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/159b7d6dd8d1ea7b5c180b1d3c6af98b67257ff0.jpg,น้ำเอ่อล้นจากคลองประเวศบุรีรมย์เข้าท่วมบ้านเรือน ความสูงระดับข้อเท้า น้ำท่วมน้อยกว่า 1 วัน,The water is overflowing from the Prawet Buriram canal to flood the houses. Akkot level height The flood is less than 1 day.,90
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/20c8db698106c0836e9bc309212e2218648435b0.jpg,ฝาท่อชำรุดปากซอยแจ้งวัฒนะ/2,The pipe cover is damaged at Soi Chaengwattana/2.,27
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7e456534dd2a04702ebd5f33180e42e7206c7f5d.jpg,1. อยากให้หน่วยงานที่รับผิดชอบด้าน หมาแมวจร เข้ามาช่วยดูหน่อยค่ะช่วงนี้น่าฝน แมวออกลูกกันเต็มเลยแล้วบางตัวมาคลอดลูกในรางน้ำ หรือไม่ก็ในโอ่งน้ำที่บ้านแล้วลูกมันก็ตาย แต่บางคอกก็รอดค่ะ แล้วช่วงนี้น้ำท่วมด้วยหนูก็สงสารมันเวลาฝนตก3.เคหะร่มเกล้า 6แยก2 ถนนร่มเกล้าแขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพฯ,"1. I would like the agency responsible for the stray cat to help. The cats were full of children. Some of them were born in the gutter. Or in the water jar at home and the child is dead But some stalls survive And during this period, the floods too. I pity it when it rains. 3. Romklao Housing 6 Intersection 2 Romklao Road, Khlong Song Ton Nun Subdistrict, Lat Krabang District, Bangkok",299
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/96bddd7d57916c9e943d5c55c9e0495cd5f32105.jpg,เวลาฝนตก...ทำให้เกิดน้ำท่วมขังตามภาพ เนื่องจากพื้นในซอยต่ำกว่าพื้นถนนหลักและอยู่ต่ำกว่าปากท่อที่จะให้น้ำระบายลง,When it rains ... causing flooding as in the picture Because the floor in the alley is lower than the main road and is lower than the mouth of the pipe that will drain the water,111
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/29f097fdd3d9994b48d5c7ad2fa5f9e60059ced7.jpg,อยากให้รถเมล์ทุกคันมีGPSบอกตำแหน่ง เพื่อจะได้กะเวลาทัน หรือจะได้รู้ว่ามีหรือไม่ ช่วยลดการรอนานๆเสียเวลา,"Would like every bus to have a GPS position In order to get time Or will know whether or not Helps to reduce waiting for a long time, wasting time",103
